frame_number,timestamp_ms,speed_center_of_mass,angle_left_elbow,angle_right_elbow,angle_left_shoulder,angle_right_shoulder,angle_left_hip,angle_right_hip,angle_left_knee,angle_right_knee,angle_left_ankle,angle_right_ankle,angle_upper_back,angle_lower_back,landmark_nose_x,landmark_nose_y,landmark_nose_z,landmark_nose_visibility,landmark_left_shoulder_x,landmark_left_shoulder_y,landmark_left_shoulder_z,landmark_left_shoulder_visibility,landmark_right_shoulder_x,landmark_right_shoulder_y,landmark_right_shoulder_z,landmark_right_shoulder_visibility,landmark_left_elbow_x,landmark_left_elbow_y,landmark_left_elbow_z,landmark_left_elbow_visibility,landmark_right_elbow_x,landmark_right_elbow_y,landmark_right_elbow_z,landmark_right_elbow_visibility,landmark_left_wrist_x,landmark_left_wrist_y,landmark_left_wrist_z,landmark_left_wrist_visibility,landmark_right_wrist_x,landmark_right_wrist_y,landmark_right_wrist_z,landmark_right_wrist_visibility,landmark_left_hip_x,landmark_left_hip_y,landmark_left_hip_z,landmark_left_hip_visibility,landmark_right_hip_x,landmark_right_hip_y,landmark_right_hip_z,landmark_right_hip_visibility,landmark_left_knee_x,landmark_left_knee_y,landmark_left_knee_z,landmark_left_knee_visibility,landmark_right_knee_x,landmark_right_knee_y,landmark_right_knee_z,landmark_right_knee_visibility,landmark_left_ankle_x,landmark_left_ankle_y,landmark_left_ankle_z,landmark_left_ankle_visibility,landmark_right_ankle_x,landmark_right_ankle_y,landmark_right_ankle_z,landmark_right_ankle_visibility,landmark_left_heel_x,landmark_left_heel_y,landmark_left_heel_z,landmark_left_heel_visibility,landmark_right_heel_x,landmark_right_heel_y,landmark_right_heel_z,landmark_right_heel_visibility,assessment_id,test_type,score,compensations,tag_type,tag_level,tag_locations,tag_note
0,0.0,0.0,14.676640169157743,28.458042243172724,21.392475910818526,16.496319906810808,171.43110847355686,171.47423494431794,177.3519632329237,178.9548261435236,145.72204696324405,134.49968677326564,179.9992351765296,179.9527500436041,589.0291285514832,689.9625205993652,-0.06570621579885483,0.9994308352470398,695.2790451049805,823.1957244873047,0.22815366089344025,0.9993799924850464,483.68709683418274,834.393310546875,0.16023924946784973,0.9984038472175598,737.9403305053711,958.1893157958984,-0.04445954039692879,0.9347907304763794,467.57787823677063,958.4815406799316,-0.12303418666124344,0.916184663772583,641.4129281044006,804.9921226501465,-0.28756600618362427,0.9535351395606995,586.3604164123535,794.117374420166,-0.32099851965904236,0.9196517467498779,672.0250654220581,1168.3217239379883,0.0051559340208768845,0.9994082450866699,538.3123648166656,1175.448875427246,-0.004923321306705475,0.9991070628166199,697.7268934249878,1479.9912643432617,-0.03842117637395859,0.9825918674468994,541.3812518119812,1481.905517578125,-0.05840368568897247,0.9795035123825073,708.0263185501099,1765.4718017578125,0.10765575617551804,0.9734469652175903,539.1352450847626,1754.871826171875,0.11064304411411285,0.9631410837173462,689.6487236022949,1794.6416473388672,0.10898304730653763,0.638627827167511,563.1912803649902,1778.9036178588867,0.1150142252445221,0.5815596580505371,,,,,,,,
1,35.90659340659341,16.144253570493017,15.350628769593353,28.89013383026556,20.645410273642174,16.187574192085712,170.94084185882153,171.70324659862075,177.91627778955652,178.8943728459524,145.00432122759284,136.83162361992748,179.9992459269316,179.57662848362133,588.1096243858337,687.9499053955078,-0.06481067091226578,0.9994557499885559,698.0022168159485,824.3560409545898,0.2279326468706131,0.9993913769721985,483.4400010108948,836.5563583374023,0.182081401348114,0.9984145760536194,737.9380130767822,960.9564971923828,-0.04497150331735611,0.9364957809448242,468.12997341156006,958.6078834533691,-0.07880888134241104,0.9142878651618958,641.3962554931641,804.3191528320312,-0.2875308692455292,0.9540189504623413,586.362476348877,796.1129951477051,-0.29080304503440857,0.916140615940094,671.838641166687,1168.3948516845703,0.003046706784516573,0.9994071125984192,537.3403966426849,1175.423355102539,-0.0028134759049862623,0.9991018176078796,697.7097058296204,1482.3807907104492,-0.03724808245897293,0.9830684661865234,541.3194537162781,1483.0604553222656,-0.04819733276963234,0.9798482060432434,710.6610417366028,1764.7034454345703,0.12652093172073364,0.973855197429657,539.5806741714478,1756.3080596923828,0.1355244666337967,0.9632362723350525,691.638171672821,1794.7144317626953,0.1301967203617096,0.6379298567771912,563.2801151275635,1781.8977355957031,0.14128424227237701,0.5806288719177246,,,,,,,,
2,71.81318681318682,10.791468095445337,15.642171763580317,29.072415655323812,20.345033534189955,16.149160055143465,170.78924717466367,171.7486780173906,178.2710018795003,178.8839365379035,144.2566609491572,136.767542005899,179.99925059340362,179.4602034179165,587.6633906364441,686.905689239502,-0.06084459275007248,0.9994785189628601,699.0464115142822,824.4735717773438,0.2275247573852539,0.999405562877655,483.2180428504944,837.9241561889648,0.19010426104068756,0.9984248280525208,737.9199886322021,961.6286087036133,-0.04179992154240608,0.9380078911781311,468.18018436431885,958.6798667907715,-0.05823906138539314,0.9137274026870728,640.8396863937378,802.9991340637207,-0.2684164345264435,0.9544094204902649,586.4703011512756,796.8850708007812,-0.2511947751045227,0.9128042459487915,671.8360018730164,1168.615837097168,0.0016017459565773606,0.9994118213653564,536.9903039932251,1175.4994583129883,-0.0013793627731502056,0.9991017580032349,697.7411198616028,1484.3852233886719,-0.03418295830488205,0.9835847616195679,541.2911939620972,1483.7901306152344,-0.04424411430954933,0.9803634881973267,712.187647819519,1763.6848068237305,0.1343105286359787,0.9744751453399658,539.7803270816803,1757.04345703125,0.13649967312812805,0.9636772274971008,692.3796844482422,1794.4414901733398,0.13837310671806335,0.6406059265136719,563.2870674133301,1782.3258590698242,0.14204928278923035,0.5813199877738953,,,,,,,,
3,107.71978021978022,10.560505100539903,15.75408690185979,29.360394834647494,20.270287849288504,15.770237546569268,170.6811389586737,171.8019169229141,178.49582120075848,178.96254787929644,144.182586395864,137.95623298341312,179.99925372173516,179.3723157351943,587.600691318512,686.0123062133789,-0.06069009751081467,0.9994945526123047,699.5811581611633,824.7311210632324,0.2273159772157669,0.9994131922721863,482.88716554641724,838.8486099243164,0.1916133016347885,0.998417854309082,737.9360818862915,961.680793762207,-0.04032844305038452,0.939026951789856,468.7582862377167,958.7603759765625,-0.060809094458818436,0.911769449710846,640.5225205421448,802.0907020568848,-0.26478296518325806,0.9544308185577393,586.5028738975525,797.1762657165527,-0.26178470253944397,0.9089863896369934,671.7328763008118,1169.007797241211,0.0008226755307987332,0.9994082450866699,536.5473532676697,1175.734519958496,-0.0005950785125605762,0.9990947842597961,697.6916813850403,1485.1348114013672,-0.03407331928610802,0.9840250611305237,541.145453453064,1484.879493713379,-0.04117555916309357,0.980742335319519,713.182532787323,1763.067283630371,0.13734515011310577,0.9749276041984558,540.2623200416565,1757.918586730957,0.13944292068481445,0.9641177654266357,693.1198453903198,1794.4055557250977,0.14158424735069275,0.6420395970344543,563.4169721603394,1783.762550354004,0.14477737247943878,0.5828527808189392,,,,,,,,
4,143.62637362637363,8.108748898522267,15.666270376258288,29.605706122979775,20.384659440039883,15.627383677269638,170.61487964795256,171.8542354687043,178.55805834773184,179.03811051400643,144.96546700580956,139.11635349111586,179.9992556180683,179.31028540659875,587.5582695007324,685.2529335021973,-0.05869235098361969,0.9995107054710388,699.724452495575,825.1336097717285,0.22797659039497375,0.9994230270385742,482.49329924583435,839.5156288146973,0.19123832881450653,0.9984086751937866,738.1329345703125,961.6750717163086,-0.037345364689826965,0.9400550723075867,468.75712752342224,959.0714263916016,-0.05939062684774399,0.9109830856323242,640.4902052879333,801.5681076049805,-0.2632850110530853,0.9544632434844971,586.5061569213867,797.9511451721191,-0.2533354163169861,0.9060933589935303,671.6065120697021,1169.0784072875977,0.0005375098553486168,0.9994096159934998,536.1992239952087,1175.8195495605469,-0.00031591925653629005,0.9990898370742798,697.6593661308289,1485.1879119873047,-0.033864423632621765,0.9843899011611938,541.2023591995239,1484.8746871948242,-0.040939487516880035,0.9809523820877075,713.4936475753784,1762.3661041259766,0.13633964955806732,0.9753444194793701,541.0376930236816,1758.8322830200195,0.13720418512821198,0.9642915725708008,693.6607718467712,1794.39697265625,0.14029134809970856,0.6425731182098389,563.9123868942261,1785.2869033813477,0.14233486354351044,0.5824124217033386,,,,,,,,
5,179.53296703296704,6.072667277483192,15.52029451878745,29.913580861047826,20.72023208004027,15.444312729125327,170.6016714294193,171.7743906437037,178.57475462441565,179.09527865912108,145.17997568081682,139.49380485411575,179.99925715167092,179.34143652960918,587.2258472442627,684.6315765380859,-0.05880117043852806,0.9995187520980835,699.7013425827026,825.4988479614258,0.228193998336792,0.9994211792945862,482.04017758369446,840.186824798584,0.19021770358085632,0.9983850717544556,738.900454044342,961.7419052124023,-0.038966305553913116,0.9408473968505859,468.91538858413696,959.3631362915039,-0.06431593000888824,0.9097394347190857,640.5136370658875,801.6386032104492,-0.2734815180301666,0.954414427280426,586.5002346038818,798.6931800842285,-0.2631150186061859,0.904233455657959,671.6412091255188,1169.0819549560547,0.00034492238773964345,0.9994033575057983,536.1636257171631,1175.8507919311523,-0.0001261389843421057,0.9990772604942322,697.7903008460999,1485.15380859375,-0.03369409590959549,0.9845630526542664,541.2035822868347,1484.9665832519531,-0.04086962714791298,0.980894923210144,713.7719964981079,1761.9780349731445,0.1396280825138092,0.9753111004829407,541.3441729545593,1759.225959777832,0.14165924489498138,0.9638708233833313,693.9337778091431,1794.330940246582,0.1440131664276123,0.6397103071212769,563.9746999740601,1785.6896209716797,0.1473630964756012,0.579598069190979,,,,,,,,
6,215.43956043956044,5.775290279120107,15.369068927352512,30.194401373999607,21.457432116871082,15.525266537838146,170.5847179571169,171.83204608846287,178.63080351965988,179.01641461690778,145.31258358023206,139.8950014703664,179.99925767535922,179.30247459448603,586.2471199035645,683.9797782897949,-0.055926185101270676,0.9995275735855103,699.6948409080505,825.5507469177246,0.23046672344207764,0.9994290471076965,481.8789231777191,840.2286529541016,0.19205108284950256,0.998384952545166,740.7527232170105,961.7289733886719,-0.028895167633891106,0.9421457052230835,468.5644590854645,959.5841217041016,-0.05012604966759682,0.9104127287864685,640.1491570472717,801.6461563110352,-0.2554232180118561,0.9545040130615234,586.3552665710449,800.7448196411133,-0.23409973084926605,0.9038304090499878,671.6126275062561,1168.637924194336,0.0002897970553021878,0.9994024634361267,535.8829915523529,1175.1387405395508,-7.111565355444327e-05,0.999065101146698,697.833366394043,1485.1340103149414,-0.033865787088871,0.9848530888557434,541.2483215332031,1484.963035583496,-0.0410706102848053,0.9810384511947632,714.1158127784729,1761.910171508789,0.13931836187839508,0.97561115026474,541.2891340255737,1759.244499206543,0.13981010019779205,0.9637182354927063,694.3493700027466,1794.3938827514648,0.1437743604183197,0.6399917006492615,563.6739492416382,1785.8145904541016,0.1453639268875122,0.5773431658744812,,,,,,,,
7,251.34615384615384,12.312123261209724,15.793702874130592,30.785595295387086,22.311467759473146,15.457941676554183,170.53391132722902,171.8597454505987,178.66746747771217,178.9626888371335,145.17963896198157,140.2097262341027,179.99925887775504,179.26322787993973,585.8252835273743,683.4872245788574,-0.054841216653585434,0.9995207786560059,699.9816870689392,825.7619476318359,0.23385606706142426,0.9994229674339294,481.80962562561035,840.4259490966797,0.20249435305595398,0.9983732104301453,743.042471408844,961.7475128173828,-0.02858099527657032,0.9432250261306763,468.53333473205566,960.9868240356445,-0.0400027260184288,0.9105170965194702,640.0970149040222,805.4116058349609,-0.2584702968597412,0.9544079303741455,586.5324211120605,804.7927093505859,-0.2371937781572342,0.9037092924118042,671.6089582443237,1167.8891372680664,-0.0004105350817553699,0.9993901252746582,535.7440745830536,1174.3952178955078,0.0006351146148517728,0.9990438222885132,697.8307271003723,1485.110092163086,-0.03380853310227394,0.9851167798042297,541.3471984863281,1484.9800872802734,-0.04037955775856972,0.9811822175979614,714.2306542396545,1761.7357635498047,0.1458141952753067,0.9757452607154846,541.3291096687317,1759.4908905029297,0.1463613510131836,0.9637329578399658,694.422562122345,1794.151611328125,0.15095289051532745,0.6366817951202393,563.7402534484863,1786.402473449707,0.15245988965034485,0.5759443640708923,,,,,,,,
8,287.25274725274727,19.75138163936267,16.169799692155788,30.867872526214047,23.855173394957543,15.297486451247662,170.43946259170684,171.90446056013505,178.70840358184049,178.9049166147665,144.9778972671061,140.230412721732,179.99926101760266,179.19217829396783,585.7965731620789,683.1107711791992,-0.054985903203487396,0.9995129108428955,700.4062271118164,826.2203979492188,0.2342039793729782,0.9994131326675415,481.5972912311554,840.8498954772949,0.20222912728786469,0.9983575940132141,747.0055317878723,961.3356399536133,-0.02935064397752285,0.9441713690757751,468.53365659713745,962.9160690307617,-0.04107438772916794,0.9112985134124756,639.6661019325256,809.1631507873535,-0.261127233505249,0.9540673494338989,586.5339660644531,806.1904907226562,-0.24092531204223633,0.9042742848396301,671.6115975379944,1167.228126525879,-0.0006670814473181963,0.9993796348571777,535.4121673107147,1173.5216903686523,0.0008884352864697576,0.9990243911743164,697.919111251831,1484.9079895019531,-0.03404436632990837,0.9853055477142334,541.3550519943237,1484.9139404296875,-0.04090806469321251,0.9812182784080505,714.5661020278931,1761.653709411621,0.1434597223997116,0.9758256077766418,541.3467478752136,1759.4886016845703,0.14562565088272095,0.9634366631507874,694.6824359893799,1793.9997482299805,0.148139089345932,0.6328596472740173,563.7369704246521,1786.3928604125977,0.15182335674762726,0.5731925368309021,,,,,,,,
9,323.15934065934067,18.568769487815807,15.946496415755126,30.932435180378224,27.10490099441455,15.554797680955664,170.3644274367332,171.9382800150651,178.70698687009929,178.8775504535721,144.96229588567192,140.1095085186485,179.99926216419138,179.13624930525214,585.6642866134644,682.6992988586426,-0.05352507904171944,0.9995136260986328,700.7639479637146,826.2332153320312,0.23778001964092255,0.9994145035743713,481.62046551704407,840.9683418273926,0.2038077861070633,0.9983636140823364,755.2922058105469,959.8153495788574,-0.021564887836575508,0.9453868865966797,467.93781995773315,963.4364318847656,-0.029128311201930046,0.9125211238861084,638.9305114746094,811.6897201538086,-0.25599560141563416,0.9538978338241577,586.737642288208,807.5307083129883,-0.22044692933559418,0.9049485325813293,671.574068069458,1166.7458724975586,-0.0006991435075178742,0.9993778467178345,535.29137134552,1173.0802917480469,0.0009192902944050729,0.9990174174308777,697.9306983947754,1484.8822402954102,-0.03491763398051262,0.9855378270149231,541.3773894309998,1484.886474609375,-0.040912434458732605,0.9813758730888367,714.5786547660828,1761.595115661621,0.14182402193546295,0.9761188626289368,541.3569831848145,1759.4427108764648,0.14609314501285553,0.9636437892913818,694.6669220924377,1793.9678192138672,0.14661814272403717,0.632850706577301,563.8353323936462,1786.3396453857422,0.1523708552122116,0.5734077095985413,3,deep_squat,2,,,,,
